club_id,club,num_of_players,90s_played,yellow_cards,red_cards,second_yellow_card,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,league,season,ball_recoveries,aerials_won,aerials_lost,%_of_aerials_won
120,Górnik Zabrze,30,34,68,1,1,,,,,,,,,2,Ekstraklasa,2021_2022,,,,
120,Górnik Zabrze,33,34,92,2,1,,,,,,,,,2,Ekstraklasa,2022_2023,,,,
120,Górnik Zabrze,26,34,70,7,4,,,,,,,,,1,Ekstraklasa,2023_2024,,,,
121,Górnik Łęczna,33,34,75,4,4,,,,,,,,,2,Ekstraklasa,2021_2022,,,,
122,Göztepe,36,38,95,8,2,519.0,412.0,84.0,833.0,456.0,344.0,,,2,Super_Lig,2021_2022,,,,
123,Hartberg,32,32,67,2,0,357.0,390.0,81.0,500.0,449.0,362.0,,,2,Austrian_Bundesliga,2022_2023,,,,
123,Hartberg,30,32,61,0,0,395.0,355.0,52.0,564.0,431.0,341.0,,,1,Austrian_Bundesliga,2021_2022,,,,
123,Hartberg,23,32,70,7,3,316.0,374.0,59.0,435.0,348.0,351.0,,,0,Austrian_Bundesliga,2023_2024,,,,
124,Hatayspor,33,38,106,1,1,535.0,353.0,71.0,615.0,291.0,341.0,,,2,Super_Lig,2023_2024,,,,
124,Hatayspor,31,38,89,4,2,439.0,383.0,80.0,709.0,416.0,345.0,,,0,Super_Lig,2021_2022,,,,
124,Hatayspor,28,21,51,2,1,231.0,186.0,34.0,349.0,177.0,184.0,,,0,Super_Lig,2022_2023,,,,
125,Heerenveen,26,34,51,1,0,325.0,324.0,46.0,633.0,362.0,317.0,3.0,5.0,1,Eredivisie,2022_2023,1960.0,493.0,438.0,53.0
125,Heerenveen,32,34,42,2,1,290.0,277.0,55.0,546.0,325.0,350.0,1.0,8.0,1,Eredivisie,2021_2022,1880.0,504.0,452.0,52.0
125,Heerenveen,26,34,39,4,1,320.0,325.0,49.0,622.0,288.0,305.0,5.0,4.0,2,Eredivisie,2023_2024,1715.0,464.0,484.0,48.0
126,Heidenheim,22,34,54,1,0,442.0,325.0,38.0,663.0,302.0,352.0,1.0,10.0,3,Bundesliga,2023_2024,1741.0,690.0,612.0,53.0
127,Hellas Verona,36,38,103,3,0,540.0,383.0,74.0,652.0,337.0,357.0,1.0,2.0,3,Serie_A,2022_2023,2238.0,810.0,735.0,52.0
127,Hellas Verona,36,38,88,6,2,541.0,447.0,61.0,724.0,302.0,387.0,4.0,2.0,1,Serie_A,2023_2024,1842.0,750.0,644.0,53.0
127,Hellas Verona,31,38,100,7,5,560.0,429.0,97.0,593.0,392.0,308.0,6.0,4.0,2,Serie_A,2021_2022,2413.0,689.0,733.0,48.0
128,Heracles Almelo,31,34,55,3,1,365.0,325.0,61.0,643.0,400.0,373.0,2.0,5.0,2,Eredivisie,2021_2022,2019.0,476.0,500.0,48.0
128,Heracles Almelo,27,34,70,2,0,382.0,325.0,52.0,587.0,256.0,379.0,4.0,5.0,1,Eredivisie,2023_2024,1663.0,410.0,473.0,46.0
129,Hertha BSC,32,34,82,1,1,422.0,394.0,58.0,516.0,366.0,344.0,4.0,6.0,0,Bundesliga,2022_2023,1835.0,633.0,701.0,47.0
129,Hertha BSC,36,34,62,2,0,421.0,430.0,73.0,505.0,406.0,321.0,3.0,8.0,0,Bundesliga,2021_2022,1830.0,556.0,575.0,49.0
130,Hoffenheim,31,34,80,5,3,471.0,368.0,78.0,577.0,285.0,323.0,7.0,3.0,1,Bundesliga,2022_2023,1843.0,550.0,557.0,49.0
130,Hoffenheim,32,34,75,0,0,429.0,348.0,70.0,703.0,285.0,291.0,0.0,4.0,1,Bundesliga,2021_2022,1905.0,485.0,574.0,45.0
130,Hoffenheim,30,34,86,5,4,339.0,366.0,52.0,603.0,357.0,304.0,5.0,5.0,1,Bundesliga,2023_2024,1715.0,515.0,515.0,50.0
131,Horsens,25,32,63,3,1,341.0,228.0,41.0,586.0,371.0,341.0,,,2,Danish_Superliga,2022_2023,,,,
132,Hvidovre IF,29,32,66,1,1,383.0,343.0,54.0,619.0,326.0,403.0,,,2,Danish_Superliga,2023_2024,,,,
133,Inter,25,38,65,3,2,444.0,406.0,68.0,885.0,315.0,325.0,4.0,3.0,3,Serie_A,2022_2023,1948.0,500.0,415.0,54.0
133,Inter,27,38,46,1,0,405.0,408.0,77.0,804.0,280.0,321.0,11.0,4.0,0,Serie_A,2023_2024,1602.0,535.0,370.0,59.0
133,Inter,27,38,71,0,0,466.0,412.0,57.0,809.0,332.0,332.0,7.0,4.0,1,Serie_A,2021_2022,2004.0,549.0,476.0,53.0
134,Ionikos,30,33,84,4,3,,,,,,,,,0,Super_League_Greece,2021_2022,,,,
134,Ionikos,30,33,101,6,4,,,,,,,,,1,Super_League_Greece,2022_2023,,,,
135,Jagiellonia,38,34,87,3,1,,,,,,,,,2,Ekstraklasa,2021_2022,,,,
135,Jagiellonia,31,34,92,6,4,,,,,,,,,2,Ekstraklasa,2022_2023,,,,
135,Jagiellonia,27,34,70,2,1,,,,,,,,,0,Ekstraklasa,2023_2024,,,,
136,Javor Ivanjica,34,37,109,4,3,,,,,,,,,1,Serbian_SuperLiga,2022_2023,,,,
136,Javor Ivanjica,31,37,92,6,2,,,,,,,,,1,Serbian_SuperLiga,2023_2024,,,,
137,Juventus,29,38,74,6,1,456.0,409.0,62.0,731.0,307.0,352.0,6.0,5.0,0,Serie_A,2022_2023,1951.0,486.0,477.0,50.0
137,Juventus,31,38,87,2,1,478.0,376.0,72.0,708.0,253.0,369.0,3.0,3.0,2,Serie_A,2023_2024,1656.0,486.0,434.0,52.0
137,Juventus,32,38,77,2,1,508.0,503.0,74.0,550.0,332.0,316.0,5.0,7.0,1,Serie_A,2021_2022,2008.0,550.0,440.0,55.0
138,Kasımpaşa,32,38,70,2,0,460.0,439.0,90.0,737.0,391.0,386.0,,,2,Super_Lig,2023_2024,,,,
138,Kasımpaşa,32,38,97,4,3,496.0,484.0,81.0,789.0,435.0,344.0,,,2,Super_Lig,2021_2022,,,,
138,Kasımpaşa,39,35,89,4,1,508.0,424.0,80.0,655.0,408.0,327.0,,,0,Super_Lig,2022_2023,,,,
139,Kayserispor,33,38,84,4,2,505.0,323.0,84.0,681.0,327.0,337.0,,,2,Super_Lig,2023_2024,,,,
139,Kayserispor,38,38,73,3,3,471.0,446.0,93.0,649.0,428.0,417.0,,,2,Super_Lig,2021_2022,,,,
139,Kayserispor,28,34,61,4,1,448.0,417.0,71.0,618.0,333.0,367.0,,,0,Super_Lig,2022_2023,,,,
140,Konyaspor,36,38,75,2,1,424.0,471.0,76.0,622.0,349.0,387.0,,,3,Super_Lig,2023_2024,,,,
140,Konyaspor,27,38,76,4,1,452.0,401.0,98.0,814.0,419.0,358.0,,,2,Super_Lig,2021_2022,,,,
140,Konyaspor,31,34,89,5,5,422.0,434.0,83.0,699.0,336.0,317.0,,,3,Super_Lig,2022_2023,,,,
141,Korona Kielce,34,34,84,3,2,,,,,,,,,2,Ekstraklasa,2022_2023,,,,
141,Korona Kielce,28,34,72,1,1,,,,,,,,,2,Ekstraklasa,2023_2024,,,,
142,Kortrijk,36,30,63,2,1,323.0,324.0,41.0,531.0,328.0,325.0,1.0,2.0,4,Belgian_Pro_League,2023_2024,1586.0,499.0,555.0,47.0
142,Kortrijk,32,34,91,4,0,414.0,415.0,54.0,516.0,333.0,350.0,6.0,5.0,1,Belgian_Pro_League,2021_2022,1915.0,619.0,590.0,51.0
142,Kortrijk,32,34,79,6,2,405.0,436.0,63.0,485.0,356.0,406.0,2.0,9.0,3,Belgian_Pro_League,2022_2023,1953.0,577.0,554.0,51.0
143,Köln,27,34,75,3,3,400.0,352.0,68.0,790.0,372.0,370.0,2.0,5.0,3,Bundesliga,2022_2023,2022.0,659.0,608.0,52.0
143,Köln,26,34,68,1,1,419.0,459.0,67.0,829.0,426.0,361.0,1.0,1.0,2,Bundesliga,2021_2022,2137.0,597.0,590.0,50.0
143,Köln,26,34,71,4,3,418.0,364.0,53.0,779.0,305.0,375.0,5.0,3.0,0,Bundesliga,2023_2024,1689.0,557.0,533.0,51.0
144,LASK,31,32,60,6,3,383.0,412.0,56.0,556.0,436.0,355.0,,,0,Austrian_Bundesliga,2022_2023,,,,
144,LASK,32,32,70,5,4,460.0,344.0,64.0,646.0,462.0,359.0,,,2,Austrian_Bundesliga,2021_2022,,,,
144,LASK,30,32,72,1,0,406.0,408.0,83.0,607.0,410.0,354.0,,,0,Austrian_Bundesliga,2023_2024,,,,
145,Las Palmas,29,38,84,5,1,411.0,499.0,93.0,580.0,281.0,397.0,3.0,9.0,3,La_Liga,2023_2024,1846.0,395.0,489.0,44.0
146,Lazio,24,38,87,2,0,400.0,471.0,54.0,483.0,310.0,349.0,6.0,2.0,1,Serie_A,2022_2023,1979.0,399.0,381.0,51.0
146,Lazio,22,38,101,5,2,473.0,435.0,72.0,624.0,295.0,348.0,3.0,3.0,0,Serie_A,2023_2024,1764.0,399.0,453.0,46.0
146,Lazio,27,38,88,5,3,441.0,450.0,44.0,574.0,315.0,339.0,6.0,6.0,1,Serie_A,2021_2022,1941.0,411.0,427.0,49.0
147,Le Havre,27,34,67,6,3,433.0,368.0,52.0,544.0,363.0,332.0,7.0,4.0,2,Ligue_1,2023_2024,1638.0,485.0,482.0,50.0
148,Lecce,29,38,86,2,1,553.0,439.0,68.0,709.0,368.0,427.0,4.0,6.0,3,Serie_A,2022_2023,2120.0,567.0,728.0,43.0
148,Lecce,26,38,89,5,2,504.0,481.0,56.0,650.0,308.0,374.0,4.0,6.0,1,Serie_A,2023_2024,1779.0,548.0,616.0,47.0
149,Lech Poznań,28,34,51,2,1,,,,,,,,,0,Ekstraklasa,2021_2022,,,,
149,Lech Poznań,29,34,74,2,1,,,,,,,,,0,Ekstraklasa,2022_2023,,,,
149,Lech Poznań,26,34,74,3,1,,,,,,,,,3,Ekstraklasa,2023_2024,,,,
150,Lechia Gdańsk,31,34,73,1,1,,,,,,,,,1,Ekstraklasa,2021_2022,,,,
150,Lechia Gdańsk,28,34,73,1,0,,,,,,,,,5,Ekstraklasa,2022_2023,,,,
151,Leeds United,29,38,89,3,2,467.0,405.0,60.0,653.0,392.0,480.0,2.0,6.0,1,Premier_League,2022_2023,2206.0,586.0,607.0,49.0
151,Leeds United,29,38,101,3,0,469.0,368.0,63.0,648.0,395.0,437.0,4.0,5.0,1,Premier_League,2021_2022,2260.0,470.0,626.0,42.0
152,Legia Warsaw,39,34,95,5,1,,,,,,,,,1,Ekstraklasa,2021_2022,,,,
152,Legia Warsaw,28,34,84,4,4,,,,,,,,,0,Ekstraklasa,2022_2023,,,,
152,Legia Warsaw,30,34,84,6,3,,,,,,,,,1,Ekstraklasa,2023_2024,,,,
153,Leicester City,28,38,63,2,2,410.0,397.0,83.0,496.0,367.0,412.0,5.0,5.0,5,Premier_League,2022_2023,2013.0,512.0,558.0,47.0
153,Leicester City,28,38,55,1,0,356.0,396.0,60.0,556.0,367.0,384.0,1.0,9.0,1,Premier_League,2021_2022,2015.0,530.0,553.0,48.0
154,Lens,29,38,63,3,0,492.0,481.0,62.0,791.0,339.0,323.0,7.0,3.0,1,Ligue_1,2022_2023,1975.0,406.0,369.0,52.0
154,Lens,27,34,78,4,1,445.0,424.0,75.0,736.0,298.0,339.0,5.0,8.0,1,Ligue_1,2023_2024,1775.0,451.0,388.0,53.0
154,Lens,28,38,73,7,1,421.0,357.0,58.0,699.0,455.0,359.0,3.0,5.0,0,Ligue_1,2021_2022,2051.0,427.0,366.0,53.0
155,Levadiakos,34,33,85,3,3,,,,,,,,,0,Super_League_Greece,2022_2023,,,,
156,Levante,31,38,109,6,2,550.0,403.0,77.0,624.0,377.0,305.0,6.0,6.0,0,La_Liga,2021_2022,2054.0,441.0,492.0,47.0
157,Leverkusen,27,34,75,7,3,382.0,409.0,51.0,461.0,294.0,280.0,6.0,7.0,2,Bundesliga,2022_2023,1918.0,430.0,492.0,46.0
157,Leverkusen,29,34,66,2,1,364.0,329.0,64.0,537.0,360.0,281.0,5.0,4.0,1,Bundesliga,2021_2022,2009.0,442.0,415.0,51.0
157,Leverkusen,24,34,59,0,0,305.0,342.0,73.0,586.0,224.0,277.0,7.0,0.0,0,Bundesliga,2023_2024,1847.0,363.0,316.0,53.0
158,Levski Sofia,28,35,74,3,1,,,,,,,,,0,Bulgarian_First_League,2022_2023,,,,
158,Levski Sofia,32,35,77,4,0,,,,,,,,,0,Bulgarian_First_League,2023_2024,,,,
158,Levski Sofia,31,31,72,3,1,,,,,,,,,1,Bulgarian_First_League,2021_2022,,,,
159,Lille,26,38,82,1,0,497.0,480.0,64.0,624.0,301.0,370.0,10.0,5.0,3,Ligue_1,2022_2023,2138.0,440.0,463.0,48.0
159,Lille,28,34,67,3,1,376.0,489.0,46.0,533.0,292.0,370.0,3.0,5.0,2,Ligue_1,2023_2024,1642.0,355.0,346.0,50.0
159,Lille,26,38,98,6,3,446.0,441.0,89.0,621.0,377.0,359.0,5.0,6.0,2,Ligue_1,2021_2022,2145.0,525.0,492.0,51.0
160,Liverpool,30,38,69,5,2,463.0,376.0,100.0,817.0,292.0,418.0,8.0,1.0,2,Premier_League,2023_2024,2034.0,583.0,441.0,56.0
160,Liverpool,28,38,57,1,0,405.0,321.0,84.0,799.0,333.0,370.0,3.0,4.0,2,Premier_League,2022_2023,2211.0,482.0,455.0,51.0
160,Liverpool,27,38,50,1,0,363.0,286.0,63.0,897.0,340.0,320.0,5.0,0.0,1,Premier_League,2021_2022,2265.0,571.0,467.0,55.0
161,Loko Plovdiv,31,35,85,4,1,,,,,,,,,1,Bulgarian_First_League,2022_2023,,,,
161,Loko Plovdiv,33,35,100,7,5,,,,,,,,,1,Bulgarian_First_League,2023_2024,,,,
161,Loko Plovdiv,28,32,92,7,3,,,,,,,,,1,Bulgarian_First_League,2021_2022,,,,
162,Lokomotiv Sofia,29,36,96,9,6,,,,,,,,,1,Bulgarian_First_League,2022_2023,,,,
162,Lokomotiv Sofia,29,35,90,4,4,,,,,,,,,1,Bulgarian_First_League,2023_2024,,,,
162,Lokomotiv Sofia,32,32,109,4,3,,,,,,,,,1,Bulgarian_First_League,2021_2022,,,,
163,Lorient,30,38,48,4,3,397.0,501.0,49.0,434.0,369.0,420.0,5.0,2.0,1,Ligue_1,2022_2023,2019.0,407.0,479.0,45.0
163,Lorient,38,34,66,1,0,403.0,416.0,56.0,565.0,337.0,326.0,1.0,8.0,1,Ligue_1,2023_2024,1684.0,410.0,394.0,51.0
163,Lorient,29,38,69,4,3,475.0,423.0,55.0,588.0,412.0,412.0,3.0,6.0,3,Ligue_1,2021_2022,2044.0,433.0,524.0,45.0
164,Ludogorets,32,35,81,2,1,,,,,,,,,1,Bulgarian_First_League,2022_2023,,,,
164,Ludogorets,44,35,56,4,0,,,,,,,,,2,Bulgarian_First_League,2023_2024,,,,
164,Ludogorets,32,31,71,1,0,,,,,,,,,1,Bulgarian_First_League,2021_2022,,,,
165,Luton Town,28,38,71,0,0,443.0,448.0,67.0,841.0,325.0,368.0,2.0,4.0,4,Premier_League,2023_2024,1868.0,635.0,631.0,50.0
166,Lyngby,31,32,70,1,0,363.0,291.0,39.0,578.0,274.0,258.0,,,0,Danish_Superliga,2022_2023,,,,
166,Lyngby,34,32,54,2,1,401.0,366.0,55.0,628.0,217.0,298.0,,,3,Danish_Superliga,2023_2024,,,,
167,Lyon,29,38,61,3,1,500.0,453.0,57.0,649.0,481.0,423.0,5.0,11.0,3,Ligue_1,2022_2023,2144.0,452.0,438.0,50.0
167,Lyon,35,34,57,6,1,425.0,367.0,52.0,560.0,304.0,331.0,4.0,6.0,1,Ligue_1,2023_2024,1715.0,396.0,367.0,51.0
167,Lyon,30,38,65,6,2,436.0,424.0,62.0,571.0,396.0,367.0,6.0,8.0,3,Ligue_1,2021_2022,2129.0,470.0,409.0,53.0
168,Mainz 05,27,34,69,1,0,476.0,334.0,74.0,610.0,433.0,341.0,5.0,8.0,0,Bundesliga,2022_2023,2081.0,740.0,703.0,51.0
168,Mainz 05,28,34,62,4,2,495.0,386.0,63.0,598.0,439.0,305.0,3.0,6.0,1,Bundesliga,2021_2022,2097.0,606.0,580.0,51.0
168,Mainz 05,30,34,99,3,1,473.0,410.0,59.0,633.0,346.0,328.0,4.0,4.0,1,Bundesliga,2023_2024,1786.0,665.0,761.0,46.0
169,Mallorca,33,38,114,7,4,554.0,535.0,67.0,597.0,344.0,332.0,6.0,8.0,4,La_Liga,2021_2022,2007.0,651.0,703.0,48.0
169,Mallorca,31,38,120,5,0,611.0,457.0,77.0,635.0,318.0,344.0,4.0,7.0,0,La_Liga,2022_2023,1833.0,674.0,629.0,51.0
169,Mallorca,25,38,105,4,2,567.0,412.0,104.0,763.0,365.0,388.0,2.0,5.0,1,La_Liga,2023_2024,1816.0,773.0,686.0,53.0
170,Manchester City,25,38,53,2,1,289.0,410.0,42.0,700.0,233.0,305.0,8.0,3.0,1,Premier_League,2023_2024,1734.0,325.0,288.0,53.0
170,Manchester City,24,38,44,1,0,347.0,384.0,51.0,742.0,223.0,272.0,9.0,3.0,1,Premier_League,2022_2023,1866.0,438.0,364.0,54.0
170,Manchester City,26,38,42,1,0,321.0,330.0,66.0,869.0,279.0,284.0,7.0,1.0,0,Premier_League,2021_2022,1967.0,482.0,397.0,54.0
171,Manchester Utd,31,38,83,1,1,401.0,340.0,91.0,594.0,313.0,409.0,6.0,7.0,1,Premier_League,2023_2024,1851.0,436.0,450.0,49.0
171,Manchester Utd,26,38,78,2,0,424.0,297.0,79.0,517.0,352.0,400.0,2.0,3.0,1,Premier_League,2022_2023,2190.0,465.0,434.0,51.0
171,Manchester Utd,29,38,77,2,1,396.0,320.0,88.0,659.0,340.0,358.0,3.0,5.0,3,Premier_League,2021_2022,2071.0,555.0,443.0,55.0
172,Marseille,30,38,63,4,1,533.0,419.0,68.0,751.0,420.0,404.0,3.0,5.0,3,Ligue_1,2022_2023,2291.0,491.0,484.0,50.0
172,Marseille,33,34,61,5,2,374.0,426.0,69.0,713.0,332.0,371.0,4.0,3.0,1,Ligue_1,2023_2024,1753.0,372.0,365.0,50.0
172,Marseille,27,38,61,3,1,347.0,459.0,60.0,619.0,327.0,319.0,10.0,4.0,1,Ligue_1,2021_2022,1862.0,368.0,323.0,53.0
173,Marítimo,30,34,110,8,5,519.0,622.0,58.0,555.0,343.0,362.0,6.0,10.0,0,Primeira_Liga,2021_2022,1705.0,493.0,439.0,52.0
173,Marítimo,39,34,107,10,4,503.0,489.0,63.0,685.0,334.0,362.0,3.0,9.0,1,Primeira_Liga,2022_2023,1804.0,493.0,444.0,52.0
174,Mechelen,30,30,48,0,0,303.0,286.0,64.0,565.0,301.0,304.0,3.0,4.0,1,Belgian_Pro_League,2023_2024,1567.0,505.0,448.0,53.0
174,Mechelen,27,33,63,4,1,381.0,322.0,66.0,527.0,365.0,381.0,4.0,3.0,2,Belgian_Pro_League,2021_2022,1734.0,537.0,663.0,44.0
174,Mechelen,31,34,69,5,2,393.0,319.0,68.0,515.0,402.0,340.0,3.0,9.0,1,Belgian_Pro_League,2022_2023,1766.0,451.0,454.0,49.0
175,Metalac GM,33,37,91,3,3,,,,,,,,,1,Serbian_SuperLiga,2021_2022,,,,
176,Metz,30,34,54,3,0,419.0,374.0,45.0,563.0,348.0,334.0,5.0,6.0,0,Ligue_1,2023_2024,1574.0,390.0,534.0,42.0
176,Metz,36,38,94,9,2,514.0,417.0,48.0,581.0,507.0,442.0,1.0,5.0,2,Ligue_1,2021_2022,2092.0,527.0,529.0,49.0
177,Midtjylland,33,32,60,3,2,280.0,327.0,48.0,527.0,255.0,286.0,,,0,Danish_Superliga,2022_2023,,,,
177,Midtjylland,35,32,49,2,0,319.0,354.0,46.0,508.0,332.0,306.0,,,1,Danish_Superliga,2021_2022,,,,
177,Midtjylland,35,32,68,4,2,336.0,343.0,64.0,609.0,295.0,336.0,,,2,Danish_Superliga,2023_2024,,,,
178,Miedź Legnica,31,34,103,5,4,,,,,,,,,3,Ekstraklasa,2022_2023,,,,
179,Milan,30,38,90,2,2,449.0,438.0,61.0,671.0,289.0,422.0,3.0,5.0,1,Serie_A,2022_2023,2051.0,561.0,478.0,54.0
179,Milan,35,38,82,8,2,429.0,410.0,57.0,660.0,252.0,333.0,6.0,8.0,1,Serie_A,2023_2024,1616.0,432.0,410.0,51.0
179,Milan,28,38,76,3,1,465.0,513.0,80.0,672.0,355.0,421.0,5.0,5.0,2,Serie_A,2021_2022,2167.0,521.0,517.0,50.0
180,Mladost Lučani,39,37,97,4,1,,,,,,,,,0,Serbian_SuperLiga,2021_2022,,,,
180,Mladost Lučani,40,37,93,1,0,,,,,,,,,1,Serbian_SuperLiga,2022_2023,,,,
180,Mladost Lučani,36,37,68,4,1,,,,,,,,,3,Serbian_SuperLiga,2023_2024,,,,
181,Monaco,27,38,64,5,3,488.0,411.0,84.0,661.0,426.0,400.0,8.0,5.0,3,Ligue_1,2022_2023,2203.0,515.0,457.0,53.0
181,Monaco,30,34,79,8,4,481.0,400.0,73.0,517.0,394.0,412.0,5.0,6.0,2,Ligue_1,2023_2024,1949.0,402.0,394.0,50.0
181,Monaco,27,38,85,4,3,496.0,408.0,94.0,705.0,424.0,435.0,5.0,9.0,3,Ligue_1,2021_2022,2287.0,546.0,498.0,52.0
182,Montpellier,31,38,68,10,1,488.0,523.0,71.0,673.0,404.0,413.0,6.0,11.0,2,Ligue_1,2022_2023,2095.0,480.0,553.0,46.0
182,Montpellier,31,34,68,4,0,432.0,447.0,55.0,601.0,308.0,379.0,4.0,5.0,3,Ligue_1,2023_2024,1784.0,426.0,449.0,48.0
182,Montpellier,27,38,77,8,4,411.0,465.0,53.0,697.0,356.0,380.0,3.0,6.0,1,Ligue_1,2021_2022,2018.0,437.0,560.0,43.0
183,Monza,31,38,90,4,1,489.0,495.0,69.0,596.0,334.0,355.0,6.0,3.0,1,Serie_A,2022_2023,1845.0,448.0,441.0,50.0
183,Monza,31,38,88,5,4,458.0,408.0,40.0,584.0,279.0,334.0,2.0,9.0,0,Serie_A,2023_2024,1468.0,442.0,462.0,48.0
184,Moreirense,29,34,75,3,2,489.0,443.0,61.0,576.0,318.0,345.0,3.0,1.0,1,Primeira_Liga,2023_2024,1615.0,469.0,524.0,47.0
184,Moreirense,29,34,114,6,3,520.0,446.0,54.0,652.0,311.0,294.0,7.0,5.0,0,Primeira_Liga,2021_2022,1773.0,624.0,610.0,50.0
185,NEC Nijmegen,22,34,48,3,0,358.0,453.0,36.0,623.0,256.0,290.0,4.0,4.0,1,Eredivisie,2022_2023,1817.0,426.0,414.0,50.0
185,NEC Nijmegen,25,34,50,3,0,339.0,400.0,52.0,489.0,352.0,346.0,3.0,4.0,1,Eredivisie,2021_2022,1955.0,471.0,508.0,48.0
185,NEC Nijmegen,28,34,53,4,2,304.0,373.0,40.0,563.0,268.0,376.0,6.0,6.0,0,Eredivisie,2023_2024,1670.0,531.0,535.0,49.0
186,Nantes,29,38,65,4,2,481.0,414.0,54.0,820.0,431.0,431.0,3.0,9.0,4,Ligue_1,2022_2023,2075.0,592.0,598.0,49.0
186,Nantes,35,34,67,3,0,448.0,375.0,51.0,627.0,332.0,352.0,5.0,10.0,0,Ligue_1,2023_2024,1621.0,387.0,424.0,47.0
186,Nantes,26,38,80,4,2,500.0,372.0,55.0,731.0,415.0,405.0,2.0,7.0,1,Ligue_1,2021_2022,2057.0,598.0,566.0,51.0
187,Napoli,27,38,47,1,0,389.0,468.0,60.0,681.0,287.0,313.0,8.0,2.0,0,Serie_A,2022_2023,2027.0,483.0,403.0,54.0
187,Napoli,29,38,77,5,3,381.0,451.0,71.0,737.0,241.0,326.0,8.0,4.0,0,Serie_A,2023_2024,1707.0,470.0,483.0,49.0
187,Napoli,27,38,63,2,0,460.0,482.0,67.0,553.0,296.0,327.0,9.0,1.0,1,Serie_A,2021_2022,1981.0,393.0,403.0,49.0
188,Napredak Kruš,35,37,96,6,3,,,,,,,,,5,Serbian_SuperLiga,2021_2022,,,,
188,Napredak Kruš,30,37,62,5,2,,,,,,,,,0,Serbian_SuperLiga,2022_2023,,,,
188,Napredak Kruš,36,37,84,0,0,,,,,,,,,3,Serbian_SuperLiga,2023_2024,,,,
189,Newcastle Utd,32,38,79,1,1,386.0,469.0,59.0,648.0,285.0,391.0,9.0,5.0,1,Premier_League,2023_2024,1836.0,453.0,418.0,52.0
189,Newcastle Utd,27,38,61,1,0,406.0,399.0,71.0,740.0,333.0,360.0,2.0,5.0,2,Premier_League,2022_2023,2065.0,552.0,426.0,56.0
189,Newcastle Utd,29,38,81,2,1,392.0,366.0,71.0,592.0,360.0,383.0,1.0,6.0,2,Premier_League,2021_2022,1835.0,677.0,619.0,52.0
190,Nice,34,38,53,3,1,383.0,376.0,51.0,690.0,413.0,467.0,5.0,5.0,0,Ligue_1,2022_2023,2143.0,392.0,365.0,51.0
190,Nice,27,34,62,4,0,402.0,373.0,52.0,605.0,292.0,308.0,7.0,8.0,1,Ligue_1,2023_2024,1707.0,374.0,360.0,51.0
190,Nice,27,38,77,6,2,456.0,371.0,53.0,742.0,441.0,369.0,6.0,5.0,0,Ligue_1,2021_2022,2064.0,526.0,471.0,52.0
191,Nordsjælland,28,32,62,4,3,319.0,324.0,54.0,583.0,250.0,308.0,,,2,Danish_Superliga,2022_2023,,,,
191,Nordsjælland,33,32,57,3,0,332.0,301.0,53.0,565.0,320.0,285.0,,,2,Danish_Superliga,2021_2022,,,,
191,Nordsjælland,28,32,49,0,0,283.0,347.0,74.0,570.0,249.0,284.0,,,1,Danish_Superliga,2023_2024,,,,
192,Norwich City,28,38,57,1,1,356.0,431.0,55.0,568.0,381.0,368.0,2.0,12.0,2,Premier_League,2021_2022,1887.0,493.0,598.0,45.0
193,Nott'ham Forest,33,38,82,3,2,428.0,371.0,77.0,595.0,331.0,429.0,1.0,4.0,2,Premier_League,2023_2024,1807.0,583.0,556.0,51.0
193,Nott'ham Forest,33,38,84,0,0,445.0,390.0,67.0,530.0,349.0,387.0,3.0,9.0,0,Premier_League,2022_2023,1902.0,560.0,600.0,48.0
194,Novi Pazar,38,37,89,2,0,,,,,,,,,1,Serbian_SuperLiga,2021_2022,,,,
194,Novi Pazar,35,37,94,4,3,,,,,,,,,2,Serbian_SuperLiga,2022_2023,,,,
194,Novi Pazar,40,37,94,6,4,,,,,,,,,0,Serbian_SuperLiga,2023_2024,,,,
195,OFI Crete,30,33,99,0,0,,,,,,,,,3,Super_League_Greece,2023_2024,,,,
195,OFI Crete,31,33,95,3,2,,,,,,,,,2,Super_League_Greece,2021_2022,,,,
195,OFI Crete,33,33,92,3,1,,,,,,,,,4,Super_League_Greece,2022_2023,,,,
196,OH Leuven,29,30,77,2,1,362.0,330.0,58.0,521.0,266.0,272.0,5.0,8.0,2,Belgian_Pro_League,2023_2024,1434.0,442.0,487.0,47.0
196,OH Leuven,30,33,69,6,3,321.0,380.0,73.0,444.0,418.0,338.0,2.0,2.0,1,Belgian_Pro_League,2021_2022,1756.0,337.0,381.0,46.0
196,OH Leuven,29,34,60,2,0,359.0,378.0,54.0,489.0,407.0,379.0,11.0,9.0,1,Belgian_Pro_League,2022_2023,1786.0,351.0,382.0,47.0
197,Odense,35,32,59,4,3,297.0,338.0,52.0,488.0,319.0,331.0,,,1,Danish_Superliga,2022_2023,,,,
197,Odense,27,32,49,1,1,345.0,365.0,38.0,476.0,352.0,329.0,,,0,Danish_Superliga,2021_2022,,,,
197,Odense,30,32,63,1,1,345.0,346.0,53.0,550.0,271.0,330.0,,,0,Danish_Superliga,2023_2024,,,,
198,Olympiacos,36,36,86,3,2,,,,,,,,,1,Super_League_Greece,2023_2024,,,,
